"",GeneID,Length,EntrezGene,Symbol,RefSeq,logFC,logCPM,PValue,padj
ENSRNOG00000042414,ENSRNOG00000042414.1,1519,,,,-0.565884477229596,1.24061720565773,0.000641853847902631,0.00154196183457322
ENSRNOG00000050348,ENSRNOG00000050348.2,923,684270,Isoc2a,NM_001409142,0.400217092817637,1.28356938720987,0.0144782923796446,0.0266075086892091
ENSRNOG00000016930,ENSRNOG00000016930.5,946,292588,Ube2s,NM_001106224,0.203636919390342,6.54996354062469,0.00336054442273358,0.00711089558558888
ENSRNOG00000017127,ENSRNOG00000017127.6,1531,64638,Rpl28,NM_022697,-0.470356663599223,8.43184938219063,1.76651990571414e-14,1.27094094306283e-13
ENSRNOG00000017306,ENSRNOG00000017306.5,531,,,,-0.952980682251561,2.50403057679066,2.44907266311753e-12,1.52259835880993e-11
ENSRNOG00000042528,ENSRNOG00000042528.2,970,691446,Tmem190,NM_001432650,-0.832384087700242,0.393891902061755,0.000240620230691328,0.000619146042743981
ENSRNOG00000028273,ENSRNOG00000028273.4,1923,308346,Tmem150b,NM_001107476,0.847022137469316,0.94765429062833,0.000118482650722848,0.000321393752616232
ENSRNOG00000017673,ENSRNOG00000017673.7,2563,499073,Brsk1,NM_001127337,0.606600844567731,3.43974864445896,1.11544736484169e-7,4.46823526904514e-7
ENSRNOG00000017795,ENSRNOG00000017795.5,1440,246146,Hspbp1,NM_139261,-0.215393734076623,5.10570480353531,0.00324481038280473,0.00688491753094655
ENSRNOG00000018090,ENSRNOG00000018090.6,5100,361502,Ppp6r1,NM_001135849,-0.438402040948661,5.99233373904051,1.56599055589124e-11,9.12222397767908e-11
ENSRNOG00000027942,ENSRNOG00000027942.4,3828,361503,Eps8l1,NM_001108467,1.95532460365052,-1.39194559357618,0.000968952042089094,0.00225546526385547
ENSRNOG00000018616,ENSRNOG00000018616.7,525,,,,-0.709375619286083,3.51732389008472,2.89659412338241e-13,1.9242156649053e-12
ENSRNOG00000047206,ENSRNOG00000047206.1,2499,,,,0.604575283493571,4.56928535914084,3.83270634694681e-16,3.08933958105062e-15
ENSRNOG00000014186,ENSRNOG00000014186.6,2565,308381,Zswim9,NM_001432222,-0.641948500321806,1.31609059407902,0.00021974617205065,0.00056987671704269
ENSRNOG00000014193,ENSRNOG00000014193.6,3053,81513,Lig1,NM_001024268,0.507279740392887,6.32150077070663,1.12159097987433e-14,8.21867724364575e-14
ENSRNOG00000056331,ENSRNOG00000056331.1,5133,,,,0.974076657758188,-0.523244361684323,0.0148885881482672,0.0272603520982008
ENSRNOG00000061661,ENSRNOG00000061661.1,811,,,,0.377605334995952,1.6393531993664,0.0132294994576432,0.0245271169404608
ENSRNOG00000047986,ENSRNOG00000047986.2,3707,24902,Sult2a6,NM_012695,1.08513337251413,4.30865889107365,1.44351572391355e-44,3.85605048098988e-43
ENSRNOG00000048028,ENSRNOG00000048028.2,2010,,,,-0.576772087927515,5.32816816103334,1.70302401246066e-17,1.49057606747188e-16
ENSRNOG00000022227,ENSRNOG00000022227.4,285,,,,0.582189672378565,3.41550796972063,4.14034478157153e-10,2.11580317182852e-9
ENSRNOG00000051483,ENSRNOG00000051483.1,673,,,,0.195179757430435,4.1925890933167,0.0255262406210876,0.0444928086460597
ENSRNOG00000028449,ENSRNOG00000028449.4,689,103692519,LOC103692519,XM_039111575,-0.277094602943518,8.38933577389417,0.000998932411363156,0.00232057623175918
ENSRNOG00000013023,ENSRNOG00000013023.5,1705,292624,Nop53,NM_207591,-0.153943494155432,5.70755885343284,0.0134484536485466,0.02489975445826
ENSRNOG00000011346,ENSRNOG00000011346.5,2027,361512,Ehd2,NM_001024897,-0.726074197176519,7.28123510922975,2.10184296268493e-30,3.55365254081267e-29
ENSRNOG00000011262,ENSRNOG00000011262.6,5516,292622,Bicra,NM_001106226,0.280548868163086,5.31343728166798,0.000082003245802946,0.000227834268499408
ENSRNOG00000001493,ENSRNOG00000001493.6,1903,,,,-0.296929964674576,2.77141443154791,0.011650449378223,0.0218568105791183
ENSRNOG00000060587,ENSRNOG00000060587.1,1279,,,,0.721305146568783,4.39562790345407,3.04341942496319e-12,1.8769558232958e-11
ENSRNOG00000048848,ENSRNOG00000048848.2,1761,684934,Ccdc9,NM_001401581,0.24579045647201,4.14015429164199,0.0219439714876992,0.0387407641290541
ENSRNOG00000015304,ENSRNOG00000015304.5,819,292654,Tmem160,NM_001106227,0.343645581206595,3.85756522290326,0.0010292854139556,0.00238708815307469
ENSRNOG00000015852,ENSRNOG00000015852.4,8364,306400,Arhgap35,NM_001271132,0.193541562123502,7.21966600630378,0.000348824701044211,0.000874679988293895
ENSRNOG00000038205,ENSRNOG00000038205.3,207,,,,-0.327126146458021,3.51426802082621,0.00210882818235848,0.00464223466500762
ENSRNOG00000015865,ENSRNOG00000015865.5,913,65046,Ap2s1,NM_022952,-0.670256980615981,5.39769774210311,9.34158152748195e-18,8.34482514800321e-17
ENSRNOG00000016055,ENSRNOG00000016055.4,2832,308390,Fkrp,NM_001025678,-0.439575414035182,3.73261827822145,3.52601328497171e-7,1.33564612521442e-6
ENSRNOG00000016145,ENSRNOG00000016145.6,4192,308392,Strn4,NM_001107480,0.248970814927633,5.37973687265983,0.0008136033031272,0.00191702858507061
ENSRNOG00000016434,ENSRNOG00000016434.5,3152,292658,Prkd2,NM_001013895,-0.461034823840873,2.651508266996,0.000114260264852092,0.000310608688609687
ENSRNOG00000052256,ENSRNOG00000052256.1,2803,499088,Dact3,NM_001191947,-0.946758526093951,4.52406026409538,1.99094086050232e-30,3.38264756004952e-29
ENSRNOG00000016701,ENSRNOG00000016701.7,1105,245986,Gng8,NM_139185,-1.93709403496557,3.10589806014065,5.32068328144357e-55,1.92600399514187e-53
ENSRNOG00000016770,ENSRNOG00000016770.5,1112,24244,Calm3,NM_012518,-0.469812623901669,7.1740604673098,2.22982480870331e-11,1.28062515111279e-10
ENSRNOG00000027936,ENSRNOG00000027936.5,3299,494320,Ccdc8,NM_001009533,-0.306371593483392,6.25882820447172,1.60503640680027e-8,7.05747692479512e-8
ENSRNOG00000026891,ENSRNOG00000026891.5,498,,,,-0.67261743499233,6.75580707009725,1.89374709241082e-20,1.98150261805159e-19
ENSRNOG00000013767,ENSRNOG00000013767.6,3182,292680,Ccdc61,NM_001106229,-0.426453492432907,2.99943585086601,0.0017106701511108,0.00381850442360331
ENSRNOG00000014132,ENSRNOG00000014132.5,4188,499090,Mypop,NM_001109139,-0.503491552332767,2.75751113383715,0.000143025157216606,0.000382430237155454
ENSRNOG00000014252,ENSRNOG00000014252.4,2702,308404,Irf2bp1,NM_001107483,0.303360172926272,4.65458637181704,0.0000390033008201679,0.000113696754114972
ENSRNOG00000014353,ENSRNOG00000014353.7,4133,292683,Sympk,NM_001415786,-0.643271377135496,4.83328641028822,1.02129250334927e-17,9.09974245914804e-17
ENSRNOG00000015085,ENSRNOG00000015085.8,2777,308405,Dmpk,NM_001107484,-1.6364606426512,6.31532198088649,4.81924711091447e-71,2.60992351350462e-69
ENSRNOG00000060146,ENSRNOG00000060146.1,2163,308406,Six5,NM_001107485,-0.268107192841125,3.12822329585462,0.0228936395366321,0.0402686397533453
ENSRNOG00000008815,ENSRNOG00000008815.4,2922,292686,Fbxo46,NM_001025642,-0.317924532869334,3.4369775716516,0.0019726997704864,0.00436405131929527
ENSRNOG00000015413,ENSRNOG00000015413.5,2166,292687,Qpctl,NM_001106230,-0.559629997413067,3.1147961369092,3.2705355369677e-6,0.0000110457258671182
ENSRNOG00000015844,ENSRNOG00000015844.4,929,680309,Snrpd2,NM_001109399,-0.240841094206653,5.58897071187183,0.00426788841414023,0.00886309241666269
ENSRNOG00000025890,ENSRNOG00000025890.6,2075,,,,-0.182587549773379,4.23000623754431,0.0130512638471515,0.0242258296929855
ENSRNOG00000016367,ENSRNOG00000016367.7,2106,361517,Vasp,NM_001108475,-0.775362769081938,6.81882443642334,3.76679105904997e-40,8.95759712567217e-39
ENSRNOG00000016603,ENSRNOG00000016603.6,1935,308410,Rtn2,NM_201562,-0.285215688768018,4.17076879833204,0.00526691002682882,0.0107099350852285
ENSRNOG00000046667,ENSRNOG00000046667.2,3741,100360880,Fosb,NM_001256509,-1.3903705943277,0.991277085319957,7.49832298422061e-11,4.12199642558424e-10
ENSRNOG00000017839,ENSRNOG00000017839.5,1069,292673,Ercc1,NM_001106228,-0.495624093118541,3.59860238599146,3.45662402240068e-6,0.0000116317076326609
ENSRNOG00000016825,ENSRNOG00000016825.5,2040,680493,Polr1g,NM_001109416,0.852940782890203,5.42948725213765,8.82557616029295e-39,1.9927978483111e-37
ENSRNOG00000025350,ENSRNOG00000025350.5,2478,686781,Ppp1r13l,NM_001427130,0.2973167504088,3.98671328009322,0.000795062265565023,0.00187909022328562
ENSRNOG00000017069,ENSRNOG00000017069.6,3303,680407,Mark4,NM_001191071,-0.15405294675746,4.57923165990312,0.0189284227141315,0.0338480139957074
ENSRNOG00000017448,ENSRNOG00000017448.7,2883,686809,Exoc3l2,NM_001432576,-2.36727240133665,1.98042630685727,1.57455404737961e-44,4.19800332939827e-43
ENSRNOG00000017463,ENSRNOG00000017463.4,588,680476,Bloc1s3,NM_001401248,-0.565773547213005,1.77525173745323,0.00246827710424454,0.00535862727423213
ENSRNOG00000017468,ENSRNOG00000017468.6,965,680465,Trappc6a,NM_001109410,-0.326206850666514,3.28138173636676,0.0277997111764353,0.0479789861508899
ENSRNOG00000046000,ENSRNOG00000046000.2,2339,499390,Clasrp,NM_001024294,0.252641694952853,4.7767373299827,0.00391382678113743,0.0081805057279797
ENSRNOG00000033235,ENSRNOG00000033235.6,1950,100360982,Relb,NM_001427140,-0.59239915577211,0.510149465735418,0.00680461024387592,0.0135087713251872
ENSRNOG00000018730,ENSRNOG00000018730.7,3234,308417,Nectin2,NM_001012064,0.94457475245139,4.60342855035909,3.96965146134937e-27,5.90506951289138e-26
ENSRNOG00000029399,ENSRNOG00000029399.4,2427,78958,Bcam,NM_031752,3.04018887057548,1.11676577584177,1.90011746343189e-36,4.01573605381398e-35
ENSRNOG00000019202,ENSRNOG00000019202.8,2164,25066,Pvr,NM_017076,-0.666413711343012,4.36418063452925,5.7950745754785e-15,4.33349050239665e-14
ENSRNOG00000029336,ENSRNOG00000029336.3,3926,246279,Zfp180,NM_001271280,0.359307616000982,6.08771340987769,9.13379747587399e-11,4.97567655031501e-10
ENSRNOG00000029022,ENSRNOG00000029022.4,3302,308420,Zfp112,NM_001107487,-0.833470005588083,0.801230634995327,0.0000282775437971117,0.0000842371867647523
ENSRNOG00000032625,ENSRNOG00000032625.5,2358,102548503,Zfp108,NM_001432836,-0.452996984758046,2.23763068388189,0.00102056445672547,0.00236765489090395
ENSRNOG00000019596,ENSRNOG00000019596.6,2031,365215,Smg9,NM_001014243,-0.232953617928878,3.69785012685445,0.0132078297032981,0.0244967693654213
ENSRNOG00000024257,ENSRNOG00000024257.3,1706,308428,Irgc,NM_001014016,-1.21257652738943,0.0747450478000196,0.000217189761856361,0.000563985551297356
ENSRNOG00000024243,ENSRNOG00000024243.5,1436,365216,Cadm4,NM_001047107,0.980452298105599,4.03210144177587,9.34390704012092e-14,6.44176664367163e-13
ENSRNOG00000019862,ENSRNOG00000019862.5,965,308429,Pinlyp,NM_001107488,-1.930269286504,-0.121998641080466,0.0000108176403723303,0.0000341009018012703
ENSRNOG00000019915,ENSRNOG00000019915.5,2078,84495,Xrcc1,NM_053435,0.268181281077071,4.46560759443953,0.00283900384366176,0.00608533538783652
ENSRNOG00000050105,ENSRNOG00000050105.2,679,,,,1.05001519389666,3.71131199062394,1.20146467614665e-31,2.14101623008961e-30
ENSRNOG00000020233,ENSRNOG00000020233.4,877,83583,Rabac1,NM_031774,-0.473645768897992,5.24014941222982,1.98969274670358e-6,6.91702613849007e-6
ENSRNOG00000055761,ENSRNOG00000055761.1,3063,308434,Zfp574,NM_001024258,-0.321285134713166,3.84461535389562,0.00114168487815173,0.00262841566766781
ENSRNOG00000046112,ENSRNOG00000046112.2,2225,687118,Dedd2,NM_001432582,0.496413045103311,2.22316611634964,0.000245292803793904,0.000629999894738548
ENSRNOG00000047526,ENSRNOG00000047526.2,4868,687127,Zfp526,XM_003748791,-0.494660570546528,3.14822467410001,0.0000103637978535659,0.0000327297707156807
ENSRNOG00000052687,ENSRNOG00000052687.1,11924,114029,Megf8,NM_053628,0.491409615031696,4.95581205794368,4.61063714470643e-11,2.58270195451353e-10
ENSRNOG00000020596,ENSRNOG00000020596.7,2016,361520,Dmac2,NM_001009705,-0.443667861261345,4.2161953422988,6.96597339738473e-11,3.83695888682328e-10
ENSRNOG00000020607,ENSRNOG00000020607.6,1896,25244,Bckdha,NM_012782,-0.578886801901805,3.21333154962313,0.000266302197112517,0.000680555513505611
ENSRNOG00000020635,ENSRNOG00000020635.5,1025,308441,Exosc5,NM_001107493,-0.428604142651389,2.85616004636148,0.0000339557889039204,0.0000998013689556822
ENSRNOG00000028753,ENSRNOG00000028753.6,1221,308443,B9d2,NM_001107494,-0.65617595913155,3.15809163095604,3.67292136343033e-8,1.55248115190848e-7
ENSRNOG00000020652,ENSRNOG00000020652.4,2140,59086,Tgfb1,NM_021578,-1.26478534486365,5.48449419878382,6.50893815243053e-80,4.13944580483013e-78
ENSRNOG00000020675,ENSRNOG00000020675.5,2950,292724,Ccdc97,NM_001106235,-0.305741084862782,4.88606198773863,5.49983576516469e-6,0.0000180943813593363
ENSRNOG00000020716,ENSRNOG00000020716.7,4335,308444,Axl,NM_001013147,-0.971027117982648,7.86649818195739,2.53567472621803e-84,1.79360175532076e-82
ENSRNOG00000020743,ENSRNOG00000020743.5,2632,308445,Cyp2s1,NM_001107495,-1.38624552126378,-0.324659911098563,0.000417573314190495,0.00103323869854311
ENSRNOG00000046222,ENSRNOG00000046222.2,731,287009,Ceacam4,NM_173339,1.01023979430907,3.69495873849451,2.5966880267229e-25,3.51224222463281e-24
ENSRNOG00000020775,ENSRNOG00000020775.8,1506,,,,1.73532607234368,-1.14708762762234,0.000403651543533744,0.00100075554355362
ENSRNOG00000020947,ENSRNOG00000020947.6,1987,308457,Egln2,NM_001004083,-0.41876393565281,4.80869493845457,5.46685037054734e-8,2.26719753327156e-7
ENSRNOG00000001500,ENSRNOG00000001500.6,1119,50866,Rab4b,NM_017355,-0.559201271835994,4.33748451961062,5.67256101816159e-10,2.86918591593551e-9
ENSRNOG00000013945,ENSRNOG00000013945.4,3291,308451,Itpkc,NM_178094,-0.314333510052895,2.71509139730561,0.00840307866396401,0.0163188517435491
ENSRNOG00000020848,ENSRNOG00000020848.6,2096,308453,Coq8b,NM_001012065,-0.440290965048043,2.31433181174938,0.0049612728454633,0.0101449980426996
ENSRNOG00000020867,ENSRNOG00000020867.7,3026,292732,Numbl,NM_001033888,-0.521835813774261,4.94038585187097,1.67711806460572e-12,1.05833249192961e-11
ENSRNOG00000020871,ENSRNOG00000020871.7,5338,292734,Ltbp4,NM_001170336,-1.09943168264096,6.45611887678968,9.22695609930722e-60,3.74042454271331e-58
ENSRNOG00000020882,ENSRNOG00000020882.7,2527,292735,Shkbp1,NM_001271080,-0.354720212224825,3.52523691775806,0.000086888101249593,0.000240442442260351
ENSRNOG00000024410,ENSRNOG00000024410.4,1137,292737,Blvrb,NM_001106236,-1.33203808299201,4.07446350686477,9.32149655792434e-56,3.4370539435921e-54
ENSRNOG00000037690,ENSRNOG00000037690.2,1314,499108,Sertad3,NM_001017513,-1.50753205487147,2.00120900704272,3.31608014710114e-16,2.68383742903737e-15
ENSRNOG00000024363,ENSRNOG00000024363.5,1167,361526,Sertad1,NM_001007735,-0.600860247419424,4.0735710882204,1.50351731740423e-6,5.28518359241692e-6
ENSRNOG00000018369,ENSRNOG00000018369.7,4626,78960,Prx,NM_023976,0.406946135528591,3.74370878329862,4.66184881496698e-6,0.0000154584721288453
ENSRNOG00000018390,ENSRNOG00000018390.6,2108,361527,Pld3,NM_001012167,-0.537905846521611,5.7202528157041,1.03303298186387e-16,8.64331277040473e-16
ENSRNOG00000037673,ENSRNOG00000037673.3,464,,,,-0.502768749097731,6.54663479075777,2.24157292817295e-16,1.83346118443597e-15
ENSRNOG00000018885,ENSRNOG00000018885.6,6009,100910046,Znf780b,NM_001432743,-0.412890412944523,4.60600225622661,0.000380442125145119,0.000947401773266008
ENSRNOG00000050995,ENSRNOG00000050995.2,753,102554136,Zfp780b,NM_001432857,-0.652181854422096,0.346181293415014,0.00802155787260652,0.0156436739830942
ENSRNOG00000029805,ENSRNOG00000029805.5,2666,,,,-0.423354500231529,2.69156560175865,0.000747760141737664,0.00177577023039585
ENSRNOG00000018928,ENSRNOG00000018928.5,2325,102553760,LOC102553760,XM_008759210,-0.414431519838819,2.04769287344607,0.00849464435547615,0.0164828200621863
ENSRNOG00000048489,ENSRNOG00000048489.1,1839,,,,-0.327277832474698,2.69508757725412,0.00575492763704617,0.011618802498909
ENSRNOG00000054614,ENSRNOG00000054614.1,600,,,,0.604637228240781,5.92661534558746,1.32581646588888e-10,7.09421824897082e-10
ENSRNOG00000018936,ENSRNOG00000018936.7,2477,,,,-0.641557656664691,3.04171103617528,7.56552099850525e-9,3.45823881052677e-8
ENSRNOG00000018994,ENSRNOG00000018994.5,1417,117262,Psmc4,NM_057122,-0.383868061318606,6.39639592628034,1.67012270506132e-13,1.12949176502293e-12
ENSRNOG00000019254,ENSRNOG00000019254.7,2909,308468,Dyrk1b,NM_001107496,-0.336594527394393,2.45065378918916,0.00904937844217588,0.0174541712190215
ENSRNOG00000019883,ENSRNOG00000019883.7,3992,292756,Pak4,NM_001106238,0.194054868672495,4.27596992880316,0.0261260033751935,0.045452492256705
ENSRNOG00000019838,ENSRNOG00000019838.6,567,113940,Gmfg,NM_001429255,-0.485639622843742,4.30877519020531,2.21830695976637e-8,9.58386029610499e-8
ENSRNOG00000019831,ENSRNOG00000019831.5,4388,,,,-0.452357682605824,5.58435864208395,5.19735045666612e-15,3.90336222812671e-14
ENSRNOG00000019702,ENSRNOG00000019702.6,810,292751,Med29,NM_001106237,-0.508960045493003,3.12103850119023,6.97349066700504e-9,3.20346171661226e-8
ENSRNOG00000058388,ENSRNOG00000058388.2,1812,79426,Zfp36,NM_133290,-0.432624204956411,4.36120849887398,1.66016939480278e-7,6.49085969812345e-7
ENSRNOG00000030266,ENSRNOG00000030266.5,6548,292750,Plekhg2,NM_001134972,0.308073874621716,5.37771137542366,0.000431311264066367,0.00106476128294447
ENSRNOG00000019949,ENSRNOG00000019949.4,719,292758,Mrps12,NM_001106239,-0.215465551520456,4.45077790138149,0.0177171700420992,0.0319001098004757
ENSRNOG00000019962,ENSRNOG00000019962.6,2435,292759,Sars2,NM_001106240,-0.350480428556494,2.30852025925218,0.00650674033275371,0.0129835129495247
ENSRNOG00000020063,ENSRNOG00000020063.5,1398,81525,Nfkbib,NM_030867,-0.431345431961175,3.3242063391962,1.44936583552533e-6,5.10129676154433e-6
ENSRNOG00000020102,ENSRNOG00000020102.6,2158,361532,Sirt2,NM_001008368,-0.487542910567977,5.18823994303841,5.94495428080705e-10,2.99821193703561e-9
ENSRNOG00000020235,ENSRNOG00000020235.8,2255,80846,Hnrnpl,NM_001134760,-0.200400558653197,7.7459361770175,0.00167433383312319,0.0037440264939387
ENSRNOG00000020433,ENSRNOG00000020433.7,3986,63836,Actn4,NM_031675,-0.415948569200959,9.79925959668311,5.95962003667075e-15,4.45173341532345e-14
ENSRNOG00000020628,ENSRNOG00000020628.7,778,,,,-0.715185004940454,3.68672037107524,1.2617749733961e-9,6.21429777305985e-9
ENSRNOG00000020636,ENSRNOG00000020636.7,1470,292770,Spint2,NM_001082549,-1.03808848970364,1.7432980010569,2.98681072072019e-12,1.84286354392811e-11
ENSRNOG00000020687,ENSRNOG00000020687.8,2349,50545,Dpf1,NM_001105729,-0.563995278407127,2.33413237830005,0.000923848957474045,0.00215626968794952
ENSRNOG00000020703,ENSRNOG00000020703.7,7982,292771,Sipa1l3,NM_001013066,-0.281235359191994,4.4391982410456,0.0020772857071118,0.00457861511023817
ENSRNOG00000055519,ENSRNOG00000055519.1,1772,308482,Zfp84,NM_001107500,-0.646605231667375,0.453600618164823,0.0133953557814894,0.0248113844428281
ENSRNOG00000029043,ENSRNOG00000029043.5,16260,308482,Zfp84,NM_001107500,0.255653731580464,5.86734990152182,8.56434055281149e-7,3.11316249145722e-6
ENSRNOG00000051494,ENSRNOG00000051494.1,3049,,,,1.20992569976812,0.859974434045904,2.37963143318303e-10,1.24073750243135e-9
ENSRNOG00000048116,ENSRNOG00000048116.1,1596,,,,-0.582486372207981,1.98606612965898,0.0000632590323879968,0.00017887481644446
ENSRNOG00000046937,ENSRNOG00000046937.3,2052,,,,-0.683926795209384,3.58076736931933,5.40807411717769e-13,3.52338061844697e-12
ENSRNOG00000020495,ENSRNOG00000020495.7,901,292762,Eif3k,NM_001106242,-0.255825726832241,6.02501340055345,0.000142374623166625,0.000380837695462491
ENSRNOG00000020505,ENSRNOG00000020505.6,2800,292763,Map4k1,NM_001106243,1.37977319001923,1.26680958820372,5.48893547970596e-9,2.55193163952527e-8
ENSRNOG00000051915,ENSRNOG00000051915.1,2345,308478,Spred3,NM_001415863,-1.28729802451145,1.23394269030828,3.5547414592697e-9,1.68431085411193e-8
ENSRNOG00000023931,ENSRNOG00000023931.4,2411,292765,Ggn,NM_001013065,-1.7395234196981,-0.285450279915633,1.64006750429122e-7,6.42132049689167e-7
ENSRNOG00000037580,ENSRNOG00000037580.2,1519,292766,Psmd8,NM_001100831,-0.163552532874732,6.40123342060052,0.00704612472499341,0.0139314707911165
ENSRNOG00000056651,ENSRNOG00000056651.1,547,100361913,C1h19orf33,NM_001402286,-0.747681011022319,3.66142940253026,1.11235765398952e-10,6.01236901166107e-10
ENSRNOG00000048894,ENSRNOG00000048894.3,2052,,,,-0.720825772116868,3.41590979120428,5.79857030726909e-9,2.68957439745663e-8
ENSRNOG00000046652,ENSRNOG00000046652.3,6611,108348102,Zfp568,NM_001419981,0.798063587642511,4.87861617857003,4.35851127725203e-26,6.12843816915031e-25
