"","GeneID","Length","EntrezGene","Symbol","RefSeq","logFC","logCPM","PValue","FDR"
"ENSRNOG00000030034","ENSRNOG00000030034.4",2010,"84046","Sox11","NM_053349",1.10150684479601,4.81077609736268,1.4357623914493e-50,4.55501368307851e-49
"ENSRNOG00000003977","ENSRNOG00000003977.5",1936,NA,NA,NA,1.18383203266774,5.64716761107754,4.61669464193108e-50,1.45137992099167e-48
"ENSRNOG00000060522","ENSRNOG00000060522.1",287,NA,NA,NA,3.75265875188915,1.21681031076345,1.69098084360002e-49,5.25644807526249e-48
"ENSRNOG00000016752","ENSRNOG00000016752.6",4153,"171547","Crispld2","NM_138518",1.41901564363199,4.33901014971778,3.83034974034822e-48,1.15694921133307e-46
"ENSRNOG00000005690","ENSRNOG00000005690.5",1660,"494021","Lmcd1","NM_001008562",1.44348690759819,4.21458387953755,3.88332519933643e-48,1.17040044703479e-46
"ENSRNOG00000058555","ENSRNOG00000058555.1",331,NA,NA,NA,2.82989360159065,4.37283094473195,6.41768473051974e-48,1.92170153572194e-46
"ENSRNOG00000026415","ENSRNOG00000026415.6",5385,"314981","Col14a1","NM_001130548",1.93003450846222,2.34021260115019,9.35524886809827e-48,2.77732698730866e-46
"ENSRNOG00000011964","ENSRNOG00000011964.7",2349,"299196","Abcd4","NM_001013100",1.20987076552945,3.8124269207688,1.2254392100531e-47,3.62249236848107e-46
"ENSRNOG00000055154","ENSRNOG00000055154.1",57,NA,NA,NA,2.05461757849369,4.03817491789813,2.12009342229577e-47,6.2273252556586e-46
"ENSRNOG00000050156","ENSRNOG00000050156.1",57,NA,NA,NA,2.10975098106168,4.23984060447807,2.28373867478915e-47,6.67969472305417e-46
"ENSRNOG00000054657","ENSRNOG00000054657.1",57,NA,NA,NA,2.04797920627056,4.03177318705522,3.52752471909632e-47,1.02959163590634e-45
"ENSRNOG00000054052","ENSRNOG00000054052.1",3523,"500711","Ppp4r4","NM_001134632",2.24463238764686,2.2163312286524,4.19811800998514e-47,1.22018255954788e-45
"ENSRNOG00000012818","ENSRNOG00000012818.7",4170,"108348076","Ksr1","NM_001108284",1.13953716268829,4.27660673192299,6.58591823330077e-47,1.90620397466559e-45
"ENSRNOG00000027787","ENSRNOG00000027787.5",3050,"360621","Cdc6","NM_001108298",1.03379002440138,5.13485497266479,8.62190918617331e-47,2.48511744193569e-45
"ENSRNOG00000002381","ENSRNOG00000002381.4",5237,"25667","Bmp3","NM_017105",1.31003849651704,5.2187013672767,9.88480433683352e-47,2.84321425987261e-45
"ENSRNOG00000055067","ENSRNOG00000055067.1",119,NA,NA,NA,4.18821866738955,1.87882608259344,1.42420024159179e-46,4.05443781302435e-45
"ENSRNOG00000001989","ENSRNOG00000001989.6",2868,"79559","Alcam","NM_001431413",1.27383438018608,5.6873244955425,3.75289789199899e-46,1.05537883112929e-44
"ENSRNOG00000018012","ENSRNOG00000018012.7",5038,"499016","Tulp4","NM_001109137",1.04409184256329,6.43177461857179,3.99181829138153e-46,1.12029491481201e-44
"ENSRNOG00000023753","ENSRNOG00000023753.7",5319,"26955","Afdn","NM_013217",1.00283740382452,4.76866048700456,8.1800945937766e-46,2.27728577205058e-44
"ENSRNOG00000047351","ENSRNOG00000047351.1",57,NA,NA,NA,2.029940721847,4.01509308184577,4.5657660341578e-45,1.24361061488337e-43
"ENSRNOG00000042753","ENSRNOG00000042753.3",2898,"84488","Fgf13","NM_001431643",1.05430428043728,4.46726633362048,6.66832312328724e-45,1.79165953064446e-43
"ENSRNOG00000004284","ENSRNOG00000004284.4",1462,"29618","Btg1","NM_017258",1.00745805967886,6.83935451009573,7.05549556276606e-45,1.89201915826284e-43
"ENSRNOG00000047986","ENSRNOG00000047986.2",3707,"24902","Sult2a6","NM_012695",1.08513337251413,4.30865889107365,1.44351572391355e-44,3.85605048098988e-43
"ENSRNOG00000002036","ENSRNOG00000002036.6",2757,"681004","Paxbp1","NM_001426992",1.24154937981255,5.65203769104141,2.61698394617578e-44,6.93725916439407e-43
"ENSRNOG00000002318","ENSRNOG00000002318.6",3918,"305332","Limch1","NM_001191678",1.14981848353776,3.70243377143284,3.03274646216496e-44,8.00876132408668e-43
"ENSRNOG00000057696","ENSRNOG00000057696.1",4088,NA,NA,NA,1.07199198819871,4.00783771121013,3.61099958987342e-44,9.51766127642682e-43
"ENSRNOG00000056172","ENSRNOG00000056172.1",153,NA,NA,NA,2.33387441378297,2.41384857427248,6.07478438178885e-44,1.59207581605143e-42
"ENSRNOG00000008057","ENSRNOG00000008057.6",2065,"300242","Krt7","NM_001047870",1.2384158933575,4.98419604871953,6.68972304720397e-44,1.7499305721969e-42
"ENSRNOG00000010698","ENSRNOG00000010698.5",1169,"310218","Car1","NM_001107660",5.10742575923629,-0.165621959162938,7.91203087300448e-44,2.06188714329576e-42
"ENSRNOG00000001419","ENSRNOG00000001419.7",2011,"304388","Cldn15","NM_001107135",1.03803312098296,4.43190972183598,6.26449682610545e-43,1.59946563530619e-41
"ENSRNOG00000010224","ENSRNOG00000010224.6",1602,"308821","Rab30","NM_001015012",1.07219613773679,3.99098886951468,2.68997711339257e-42,6.75613092392654e-41
"ENSRNOG00000006365","ENSRNOG00000006365.8",4236,"500050","Asb15","NM_001431800",1.37089643578128,3.57304681412695,5.1807103499962e-42,1.29415078004229e-40
"ENSRNOG00000008054","ENSRNOG00000008054.7",4579,"304982","Igsf9","NM_001107197",2.29685510920298,2.04848506777339,6.76256486216734e-42,1.68323517502851e-40
"ENSRNOG00000020058","ENSRNOG00000020058.7",10570,"83465","Celsr2","NM_001191110",1.15184108482168,4.0624803929074,3.8464229326446e-41,9.4551077195363e-40
"ENSRNOG00000004500","ENSRNOG00000004500.5",2691,"24577","Myc","NM_012603",1.05416993725437,4.564071591791,5.95541314803717e-41,1.45106938285391e-39
"ENSRNOG00000053888","ENSRNOG00000053888.1",153,NA,NA,NA,2.37027414236168,2.37939277373823,8.63330613299781e-41,2.09252021377415e-39
"ENSRNOG00000016910","ENSRNOG00000016910.7",6430,"100361774","Ralgps1","NM_001427068",1.518098642427,2.95476609860396,1.49715072561828e-40,3.59731328595698e-39
"ENSRNOG00000022845","ENSRNOG00000022845.6",2919,"367153","Cep70","NM_001017470",1.60517062268291,2.42695254255791,2.09666589121041e-40,5.01175446823122e-39
"ENSRNOG00000021579","ENSRNOG00000021579.6",2879,"362359","Pals2","NM_001134982",1.12547313859107,4.22265046714913,4.14369088852004e-40,9.80343523522899e-39
"ENSRNOG00000010489","ENSRNOG00000010489.7",3649,"305826","Samd4a","NM_001107254",1.10527884903077,4.78696302127943,4.25362578093388e-40,1.00463829347304e-38
"ENSRNOG00000007951","ENSRNOG00000007951.7",2295,"313878","Galnt14","NM_001012109",4.26798490009437,0.269934467540675,4.56196249129538e-40,1.07380387061662e-38
"ENSRNOG00000059852","ENSRNOG00000059852.1",153,NA,NA,NA,2.40343044884338,2.41389038785383,5.14509988919077e-40,1.20901126887696e-38
"ENSRNOG00000019082","ENSRNOG00000019082.5",4026,NA,NA,NA,1.06134548346541,3.99345813301892,5.90652430498232e-40,1.38324413791005e-38
"ENSRNOG00000058896","ENSRNOG00000058896.1",153,NA,NA,NA,2.33910340864269,2.48016923441222,7.00939704344045e-40,1.63050806393051e-38
"ENSRNOG00000015691","ENSRNOG00000015691.5",3380,"310764","Inka2","NM_001107713",1.3842045738389,3.04008002095005,3.68032221827646e-39,8.41979987362787e-38
"ENSRNOG00000046707","ENSRNOG00000046707.1",57,NA,NA,NA,2.01550084848995,4.5461939719913,7.63098647607391e-39,1.73436059843096e-37
"ENSRNOG00000050933","ENSRNOG00000050933.1",312,NA,NA,NA,2.61315028285118,1.23099275656803,7.81740298730852e-39,1.77382119502529e-37
"ENSRNOG00000053717","ENSRNOG00000053717.1",283,NA,NA,NA,3.47579412240925,2.57818650650183,9.81321464485419e-39,2.2122017534351e-37
"ENSRNOG00000007816","ENSRNOG00000007816.2",1329,NA,NA,NA,2.2273732831057,2.11735835271844,1.0337834725151e-38,2.32668410112815e-37
"ENSRNOG00000013656","ENSRNOG00000013656.6",3294,"116744","Lpar1","NM_053936",2.13761106597776,2.33053824267212,1.28678819275365e-38,2.87279090246967e-37
"ENSRNOG00000016573","ENSRNOG00000016573.6",3153,"252900","Dgat2","NM_001012345",1.11143595152943,5.18378008517577,1.48969497070729e-38,3.32043907940288e-37
"ENSRNOG00000018666","ENSRNOG00000018666.6",3534,"246254","Gpsm1","NM_001145469",1.16099190762341,5.94620421776395,1.68632694871179e-38,3.74667256681735e-37
"ENSRNOG00000059394","ENSRNOG00000059394.1",153,NA,NA,NA,2.37052605280007,2.42777064602837,1.82365406066577e-38,4.0388402391486e-37
"ENSRNOG00000011060","ENSRNOG00000011060.7",1280,"29402","Unc119","NM_017188",1.28312153063511,4.92564487119612,2.14626071881334e-38,4.74573502482108e-37
"ENSRNOG00000046922","ENSRNOG00000046922.3",3365,"682920","Phactr4","NM_001427181",1.02338962917573,5.00823469124849,2.29162056353771e-38,5.0510377572157e-37
"ENSRNOG00000021817","ENSRNOG00000021817.5",2944,"362418","Irak2","NM_001025422",3.02392587990088,0.720840789443958,6.43049197809058e-38,1.40840980701813e-36
"ENSRNOG00000039837","ENSRNOG00000039837.4",2358,"299305","Jade3","NM_001271265",1.21819768817062,4.04361782726049,1.02503729913825e-37,2.22744782370732e-36
"ENSRNOG00000052862","ENSRNOG00000052862.1",290,NA,NA,NA,3.46650774578864,2.56895663929697,1.55853068758998e-37,3.36564944746845e-36
"ENSRNOG00000056247","ENSRNOG00000056247.1",338,NA,NA,NA,2.59844502857121,3.78956553073568,3.24475656002576e-37,6.95290648349261e-36
"ENSRNOG00000001793","ENSRNOG00000001793.8",6224,"689710","Heg1","NM_001427854",1.24923325517293,4.10826199861295,1.83161012148272e-36,3.87686148461626e-35
"ENSRNOG00000029399","ENSRNOG00000029399.4",2427,"78958","Bcam","NM_031752",3.04018887057548,1.11676577584177,1.90011746343189e-36,4.01573605381398e-35
"ENSRNOG00000010911","ENSRNOG00000010911.7",1680,"300967","Tmem108","NM_001399273",1.14847668647937,4.50041371454265,2.11331630573575e-36,4.45951556510206e-35
"ENSRNOG00000013541","ENSRNOG00000013541.5",2867,"306376","Sh2d4a","NM_001012048",2.78281071468223,1.27214560205386,2.60461450280711e-36,5.47126901013905e-35
"ENSRNOG00000010392","ENSRNOG00000010392.8",5293,"112400","Nrg1","NM_001271118",1.48948205026067,3.34531638004992,2.19652094501885e-35,4.45864807931791e-34
"ENSRNOG00000004296","ENSRNOG00000004296.8",2064,"298881","Nt5c1b","NM_001011982",1.65882017083073,2.152470045217,2.47293278539627e-35,5.00507155280787e-34
"ENSRNOG00000010896","ENSRNOG00000010896.5",2731,"499749","Tprn","NM_001024309",1.37208828894666,3.50176947631935,5.17596969325971e-35,1.0369890726496e-33
"ENSRNOG00000055825","ENSRNOG00000055825.1",297,NA,NA,NA,3.51355157814677,2.45442919604986,5.63199477660506e-35,1.12510051272122e-33
"ENSRNOG00000013169","ENSRNOG00000013169.5",2004,"303285","Traf4","NM_001107017",1.05479419815212,4.51094425643123,9.78750923838531e-35,1.9468296711761e-33
"ENSRNOG00000002338","ENSRNOG00000002338.6",3048,"497978","Dgke","NM_001394358",1.02152357866071,3.70355363904335,2.77051402408499e-34,5.43287219659326e-33
"ENSRNOG00000023861","ENSRNOG00000023861.6",4247,"65178","Snap91","NM_031728",2.41798847951181,1.6105295536749,4.2107394429174e-34,8.18761453528847e-33
"ENSRNOG00000013177","ENSRNOG00000013177.5",5169,"116667","Map3k1","NM_053887",1.08968092208095,3.87277126298559,6.06794235555037e-34,1.17494347510266e-32
"ENSRNOG00000060374","ENSRNOG00000060374.1",281,NA,NA,NA,3.4466419567083,2.35825702253716,6.7959857488415e-34,1.31408014535479e-32
"ENSRNOG00000014387","ENSRNOG00000014387.4",1569,"362196","Chac1","NM_001173437",1.10130533424325,4.86008225051166,9.90108309057329e-34,1.9012273679738e-32
"ENSRNOG00000007324","ENSRNOG00000007324.7",11066,"289392","Plxna2","NM_001105988",1.72437174828969,2.8179980928656,1.11137720823109e-33,2.12233245384516e-32
"ENSRNOG00000060289","ENSRNOG00000060289.1",318,NA,NA,NA,2.58428794779907,3.68747374591267,1.66855031006351e-33,3.17757987619787e-32
"ENSRNOG00000027837","ENSRNOG00000027837.6",4494,"298320","Kiaa1210","XM_063280563",1.19280373560768,4.01103774743934,1.67640733665204e-33,3.18816341774265e-32
"ENSRNOG00000022710","ENSRNOG00000022710.4",1869,"499847","Prrg4","NM_001109203",1.22372653321028,3.1934118309566,1.74404344018255e-33,3.30771795549807e-32
"ENSRNOG00000054752","ENSRNOG00000054752.1",347,NA,NA,NA,2.60631319209507,1.94669068594079,1.78407844816699e-33,3.37902508270317e-32
"ENSRNOG00000017959","ENSRNOG00000017959.7",2042,"297444","Cfap100","NM_001431711",2.12192793760009,3.20513138054371,2.26887120079101e-33,4.2796775956145e-32
"ENSRNOG00000012031","ENSRNOG00000012031.7",1129,NA,NA,NA,4.3994192515233,-0.436149497313468,4.20686340120319e-33,7.88161543165959e-32
"ENSRNOG00000011284","ENSRNOG00000011284.5",1894,"310849","Sgms2","NM_001014043",1.09023670809477,4.31266200930868,4.90763306586953e-33,9.16973380393736e-32
"ENSRNOG00000000529","ENSRNOG00000000529.5",1299,"24649","Pim1","NM_017034",1.3522474029413,2.50800664233826,5.84000037362431e-33,1.08678879436144e-31
"ENSRNOG00000037718","ENSRNOG00000037718.2",2237,"303233","Cfap52","NM_001100968",3.81123353373164,-0.188344058113853,7.41916991221557e-33,1.37328934129448e-31
"ENSRNOG00000032208","ENSRNOG00000032208.6",3639,"302424","Eda","NM_001305243",1.80939198994511,1.8269299285872,1.88620256092333e-32,3.42730174372753e-31
"ENSRNOG00000001724","ENSRNOG00000001724.6",790,NA,NA,NA,1.58681630555068,2.15160612098036,2.46989138422825e-32,4.47030994137603e-31
"ENSRNOG00000013179","ENSRNOG00000013179.5",2480,"94174","Tinagl1","NM_053582",1.1979427794928,4.1145735346034,3.05647358709027e-32,5.51757159002858e-31
"ENSRNOG00000056562","ENSRNOG00000056562.1",2916,"361621","Olfml1","NM_001013192",1.0249324564195,3.14379828004797,4.13979926313225e-32,7.45115642801089e-31
"ENSRNOG00000008622","ENSRNOG00000008622.7",4513,"500131","Creb5","NM_001134621",1.61486514674535,2.6446949885668,4.36864140805082e-32,7.84544617632339e-31
"ENSRNOG00000046600","ENSRNOG00000046600.1",411,NA,NA,NA,1.64514278968488,3.34544050936706,7.50854924583026e-32,1.34147586010555e-30
"ENSRNOG00000050105","ENSRNOG00000050105.2",679,NA,NA,NA,1.05001519389666,3.71131199062394,1.20146467614665e-31,2.14101623008961e-30
"ENSRNOG00000004003","ENSRNOG00000004003.4",2704,"63995","Dusp10","NM_001105734",1.51801295912355,2.47941025211532,1.32197690419777e-31,2.3527455455453e-30
"ENSRNOG00000020585","ENSRNOG00000020585.6",1893,"24816","Tbxa2r","NM_017054",1.09801137120916,3.46426743743796,1.7511947849906e-31,3.0928107642178e-30
"ENSRNOG00000005608","ENSRNOG00000005608.8",5253,"683522","Tead4","NM_001427269",1.11411667148787,4.4330917103643,2.77457037148139e-31,4.86303964983793e-30
"ENSRNOG00000007810","ENSRNOG00000007810.5",3507,NA,NA,NA,1.44295950379893,2.75260128360672,1.31514392476615e-30,2.24823124204166e-29
"ENSRNOG00000016957","ENSRNOG00000016957.5",1280,"25662","Igfbp2","NM_013122",2.39435882360374,0.646599841074847,1.41281705482774e-30,2.41222852809504e-29
"ENSRNOG00000015353","ENSRNOG00000015353.3",2499,"85266","Prss12","NM_053504",2.28095219533524,0.787352429425827,1.91952942566057e-30,3.2653197493691e-29
"ENSRNOG00000025796","ENSRNOG00000025796.7",2689,"304654","Brme1","NM_001400966",1.23478128118796,2.94264598208664,2.00249785195575e-30,3.39811875391855e-29
"ENSRNOG00000020904","ENSRNOG00000020904.5",1366,"309175","Cdc42ep2","NM_001009689",1.18231501306314,3.8002937121988,2.03977730283452e-30,3.45292704841243e-29
"ENSRNOG00000052180","ENSRNOG00000052180.1",274,NA,NA,NA,3.27572567922571,0.811743524524665,3.03290387557568e-30,5.09674900981591e-29
"ENSRNOG00000038211","ENSRNOG00000038211.4",1197,NA,NA,NA,1.98738788622045,1.95438298077716,6.95151310832682e-30,1.15836271314715e-28
"ENSRNOG00000055956","ENSRNOG00000055956.1",411,NA,NA,NA,1.53484653610981,4.01008383803045,1.30864621946182e-29,2.16504429434591e-28
"ENSRNOG00000003745","ENSRNOG00000003745.3",2909,"25389","Atf3","NM_012912",1.5603115472582,2.57816709857546,6.04896139719315e-29,9.76284060659905e-28
"ENSRNOG00000049714","ENSRNOG00000049714.2",2712,"684122","Asap3","NM_001427661",1.3851646854709,2.86810182117393,7.97435858693017e-29,1.282558091058e-27
"ENSRNOG00000027739","ENSRNOG00000027739.6",2928,"307212","Cndp1","NM_001007687",4.02065785497402,-0.432443409640542,1.07524036037033e-28,1.71939242862449e-27
"ENSRNOG00000006783","ENSRNOG00000006783.8",20858,"311029","Neb","NM_001107731",1.88394261687631,1.66331977449671,1.37424421338417e-28,2.18994503153543e-27
"ENSRNOG00000016780","ENSRNOG00000016780.6",2401,"100361585","Kiaa1958","NM_001419541",1.28090410997816,2.38864293196505,1.86265906769878e-28,2.95468024194233e-27
"ENSRNOG00000015644","ENSRNOG00000015644.5",3748,"83626","Ugcg","NM_031795",1.04546231005588,5.72347041872739,4.19815704544974e-28,6.5396909301253e-27
"ENSRNOG00000050275","ENSRNOG00000050275.3",3978,NA,NA,NA,1.18823066169448,3.18907202416344,4.40231084528782e-28,6.85001543872844e-27
"ENSRNOG00000002341","ENSRNOG00000002341.7",2433,"494338","Trim25","NM_001009536",1.00594718697752,3.74093148544867,5.06129954406794e-28,7.84020747250926e-27
"ENSRNOG00000021468","ENSRNOG00000021468.5",4010,"60590","Grm8","NM_022202",2.22614945077686,1.5332446291925,5.10469866027712e-28,7.89860962344665e-27
"ENSRNOG00000058301","ENSRNOG00000058301.1",321,NA,NA,NA,2.58655889759107,3.13567801189195,6.39988630241782e-28,9.85866929963562e-27
"ENSRNOG00000009173","ENSRNOG00000009173.7",1371,"367100","Smad6","NM_001109002",1.16840230172765,3.84167560263973,9.60651806933046e-28,1.46356886278239e-26
"ENSRNOG00000000413","ENSRNOG00000000413.5",2254,NA,NA,NA,1.43240561032589,3.2226958938695,1.29004995939386e-27,1.95895428664146e-26
"ENSRNOG00000025764","ENSRNOG00000025764.5",348,"24567","Mt1","NM_138826",1.14310859069606,2.98132532994047,1.50246888661974e-27,2.27652772066625e-26
"ENSRNOG00000052355","ENSRNOG00000052355.1",334,NA,NA,NA,2.61633335769561,1.92721512126496,1.70133009606452e-27,2.56941617122424e-26
"ENSRNOG00000031675","ENSRNOG00000031675.2",2422,"315567","Panx3","NM_199398",1.50132369001531,2.57625918686119,1.79195908700844e-27,2.70040443285707e-26
"ENSRNOG00000025587","ENSRNOG00000025587.4",4642,"25157","Plagl1","NM_012760",1.30643924411287,8.38405393658347,3.1577081497746e-27,4.70736191273925e-26
"ENSRNOG00000054690","ENSRNOG00000054690.1",270,NA,NA,NA,3.85647972916668,0.947240502666521,4.45581978105101e-27,6.6140776707164e-26
"ENSRNOG00000007508","ENSRNOG00000007508.4",3752,"680883","Lrtm2","NM_001109430",3.2727460562565,0.651071080432335,5.01144707903648e-27,7.40711111980402e-26
"ENSRNOG00000010280","ENSRNOG00000010280.7",2546,"309962","Pde8b","NM_199268",2.01751409191594,1.33367497992439,6.39293782199028e-27,9.36910041903523e-26
"ENSRNOG00000047446","ENSRNOG00000047446.1",2703,"171356","Foxc2","NM_001101680",1.0449399920208,3.41292698142743,7.78511000916896e-27,1.1361343701802e-25
"ENSRNOG00000013663","ENSRNOG00000013663.6",1811,"308602","Tmem86a","NM_001135016",1.69031028796711,2.04321310526793,8.59302241664586e-27,1.24878053233101e-25
"ENSRNOG00000053752","ENSRNOG00000053752.1",306,NA,NA,NA,2.58764566134282,3.12878978389248,1.06027349726605e-26,1.53440832631488e-25
"ENSRNOG00000004310","ENSRNOG00000004310.6",4879,"303678","Caskin2","NM_001107065",1.05911905409604,4.16475797717239,1.52235954634187e-26,2.1781210268817e-25
"ENSRNOG00000059789","ENSRNOG00000059789.1",270,NA,NA,NA,4.02184113713227,1.06367597508518,1.95208057126743e-26,2.77860832033384e-25
"ENSRNOG00000003028","ENSRNOG00000003028.7",13524,"287845","Dnah17","NM_001105855",2.89931053764872,0.0332643121449364,4.2253884783502e-26,5.95333189673244e-25
"ENSRNOG00000029535","ENSRNOG00000029535.4",2652,"680451","Nrbp2","NM_001135007",1.3173437369321,5.34540033249382,5.28226624608244e-26,7.39730699350374e-25
"ENSRNOG00000011971","ENSRNOG00000011971.8",3018,"192262","C1s","NM_138900",1.01535883488055,5.35770521249817,5.8892832471142e-26,8.23905377779932e-25
"ENSRNOG00000016875","ENSRNOG00000016875.7",3204,"362962","Cbx7","NM_199117",1.44987265439301,2.25878590623136,6.19970442622047e-26,8.65586124522867e-25
"ENSRNOG00000002121","ENSRNOG00000002121.4",3148,"305131","Lrrc8d","NM_001008338",1.1370967599772,3.2145217315656,9.93263642340499e-26,1.37431208956174e-24
"ENSRNOG00000011241","ENSRNOG00000011241.7",2750,"300947","Tfdp2","NM_001106847",1.17433835437469,3.04643760826439,1.44121144159454e-25,1.9763556306891e-24
